x,y,c
-0.06249270210900515,0.7222822559510205,1.0
-0.9418512171998121,-0.13769949492623046,-1.0
0.7771334600552102,0.6697531827578522,1.0
0.3484541408114359,-0.5981542521195007,-1.0
0.8818097252108843,0.2962191676059025,1.0
-0.20355836731865384,0.26647436983340644,-1.0
0.4991919225559116,0.38610075380242304,1.0
0.8713408030928227,-0.3631851282146814,1.0
-0.6686624014266787,-0.9993974760479956,-1.0
-0.665427886652578,0.8158861659299603,-1.0
-0.718804629758623,0.5395798349147256,-1.0
-0.8754231669048673,-0.40061975967003915,-1.0
0.6130616882742785,-0.015357244607097975,1.0
0.927177379096404,-0.22647866418044926,1.0
0.7042214978828372,0.7903533811594308,1.0
-0.904189161478306,0.8778297839472355,-1.0
-0.11640661459595991,0.820192157497964,1.0
-0.20466766119125213,0.7647066565280156,-1.0
0.1294438121351087,-0.19562230098769207,-1.0
0.4604372946019344,0.16023063513177083,1.0
0.8569475129545834,-0.6977964573594777,1.0
0.11564976268438398,0.4494736794534271,1.0
-0.8409039559705676,0.1120517049470342,-1.0
-0.00696390340031372,-0.07975174385410622,-1.0
-0.3000399054363254,0.655784464804644,-1.0
0.9328648026874267,-0.6362798579540916,1.0
-0.4420322059815276,-0.9254849965437744,-1.0
0.11439754585815565,0.12371522035816196,-1.0
-0.7313053566508643,-0.39527876073681956,-1.0
0.8271074284363162,0.04341172230055723,1.0
-0.725525828716375,0.1006624141442154,-1.0
0.17892328601886498,0.2940846730787807,1.0
0.4594773444390172,0.19972581114572252,1.0
0.9469989292640331,0.3995939686993637,1.0
-0.5107404802806781,0.7014547010446621,-1.0
-0.7702021751989987,0.2913335659841976,-1.0
0.7390626583463644,0.43884431795313117,1.0
-0.8089118203444179,0.7455779135884433,-1.0
0.9360405002079208,-0.7467461266156665,1.0
0.6166145105565926,0.48385967522937867,1.0
-0.14693494397425066,0.9987999082892893,1.0
0.36729751364397156,0.17054815663898926,1.0
0.9146671554047183,-0.8961873706737653,1.0
-0.6358462234121585,0.8291483018830583,-1.0
0.4498807058998604,-0.9432324706592663,-1.0
0.9515067421985923,0.7500381233350757,1.0
-0.21402248163680015,-0.7631909210139174,-1.0
-0.9303989191550175,-0.6151147607621692,-1.0
-0.19769063451804691,0.3311862854278327,-1.0
-0.35324420748523355,0.31696769130713354,-1.0
0.4951181143627714,-0.361662168051631,1.0
0.28038178022685134,-0.8487897355393526,-1.0
-0.7588478944211441,0.5383956060175754,-1.0
-0.9148416598918687,-0.899298620671501,-1.0
-0.6228657308050809,0.24896992985290867,-1.0
0.28563942524191877,-0.7884940558530225,-1.0
0.5932861306678165,0.6979994435351995,1.0
-0.9924952305574182,0.0762068047390716,-1.0
0.2531947665780303,0.06814948514103181,1.0
0.39215332802365555,0.1676169443697475,1.0
0.8936288743506653,0.5657229360033098,1.0
0.08412546116078468,0.17559471912016633,-1.0
0.06976296742733923,0.5302805265472665,1.0
-0.21761364702900798,0.7353354897374877,-1.0
-0.6100127486721627,0.14784505468429843,-1.0
0.13559456611031262,0.3146292576953611,1.0
0.779421662816355,-0.9867374070666703,1.0
0.38395733234435236,0.28936372712630365,1.0
0.5138180359300237,0.3061621263260721,1.0
0.6717138845466593,0.9078346001961808,1.0
-0.5692509160867405,0.23402406940239273,-1.0
-0.8722682226016787,0.5093070230790793,-1.0
0.8711218192159851,0.6906288528925166,1.0
-0.5309143929892628,0.3146584133598034,-1.0
0.7260158813047428,-0.2491718608503417,1.0
0.394435217981405,-0.6167755239211874,-1.0
-0.21094339836386222,0.353938985411999,-1.0
0.6181516272517362,-0.8505367126853902,-1.0
-0.9491120833115096,0.6052628497994432,-1.0
-0.8465914393855891,-0.00011490372605593713,-1.0
-0.9737029805621449,0.26504971128758226,-1.0
-0.13978891151396367,0.7595162907239916,-1.0
0.4422229935938311,-0.7563897573695659,-1.0
0.9958973100428852,-0.9849441220328579,1.0
0.771141429595894,0.23111850301535863,1.0
0.1264673195061321,0.17718145980698274,-1.0
0.9061057354018056,0.3929058467441231,1.0
0.27215770388475646,0.9507812438375387,1.0
-0.6476033047255734,0.589132037202879,-1.0
-0.6865892812994268,0.04786290075371036,-1.0
0.2628436317699574,-0.622223713799096,-1.0
-0.38070527244018093,0.16600462100753455,-1.0
-0.5793037605498337,-0.012568305251623446,-1.0
-0.7751010360793991,-0.6877889541305766,-1.0
-0.4496488553423652,0.41406147558743145,-1.0
-0.23003587089633837,0.48689950325256715,-1.0
-0.21370248931910685,0.9050009389224707,-1.0
-0.9708849015213563,-0.44093951960450917,-1.0
-0.5475328713321115,0.5378882253285144,-1.0
0.1440804953307493,-0.5107404032352103,-1.0
0.663482681229725,-0.5412639078788593,1.0
0.48985273156761955,-0.05564720794527078,1.0
-0.32183961408726414,-0.4434033866082894,-1.0
0.3339291391113146,-0.6484111100083012,-1.0
0.44940676211894925,-0.9395041470662495,-1.0
-0.08664491392566953,0.05977825420286864,-1.0
0.7318020227939006,-0.6952446991737262,1.0
0.19600004555762474,0.9412552356544139,1.0
-0.24448322466822248,0.27321150682481554,-1.0
-0.266093013072912,-0.5275148325338896,-1.0
0.10860709805056512,0.7074409810414406,1.0
-0.6673440049677979,0.8339535784373544,-1.0
-0.10914904618217425,-0.6166379921279797,-1.0
0.07316870576136458,0.3049363270095591,-1.0
0.7825601307468157,-0.7000050731813263,1.0
-0.13906342789652681,0.06995514225675192,-1.0
0.7947373956330916,-0.46010015277392946,1.0
-0.8553997037127905,0.5225925867602841,-1.0
-0.8880911330960721,0.13891417708370168,-1.0
-0.6160230740044432,0.19931746398354733,-1.0
0.7344293780891873,0.7034333093361407,1.0
0.09841892687532572,0.47166590283576926,1.0
0.7685623931523011,0.35997595471893207,1.0
-0.822327925880614,-0.631510375301328,-1.0
-0.007465493276267221,-0.34497813251621956,-1.0
-0.7077113244160627,0.1320110854387102,-1.0
0.06916115942625845,0.5443105358410711,1.0
0.25493308015842375,0.8594432493466679,1.0
-0.8081606389098992,0.6187241058580253,-1.0
0.9927258872767173,-0.544133435612036,1.0
0.8127715222603793,-0.6703289148543587,1.0
0.47733115497921275,-0.20739387867904724,1.0
0.5732979268566929,-0.4421199016351798,1.0
-0.4147187461445294,-0.5351319255971001,-1.0
-0.547368242974438,-0.5354777843725564,-1.0
-0.29110430258398856,-0.43004719901012245,-1.0
-0.41650155569781355,0.6010157310703004,-1.0
0.10154374427931634,-0.9066712692742394,-1.0
-0.8823561212179594,-0.7383948905030437,-1.0
0.6969250462022218,0.8706702413340193,1.0
-0.1792350840497563,-0.5000353459762124,-1.0
-0.06266085162510415,0.5058176718404237,-1.0
0.6752690270914339,0.2785863683022771,1.0
-0.11190369872820449,-0.029968829996031676,-1.0
0.6340013548841481,0.39837763108815416,1.0
0.5732026455951709,0.07817738871984847,1.0
-0.8801853064505312,0.4762438618348077,-1.0
0.49476616254610906,0.36614934521277953,1.0
0.9670565056505365,0.6467587511191424,1.0
-0.49413045960541635,-0.8624034588460283,-1.0
0.7655692345088028,-0.7659932261710201,1.0
0.6261396119630043,0.5017904480345592,1.0
0.9387724972608571,0.7878825919277099,1.0
0.8847006351399307,0.5477228676811206,1.0
-0.7620503300517674,0.3802471659256179,-1.0
-0.0032498586187299505,0.19744708581195947,-1.0
0.8070550194477282,-0.7029984346772729,1.0
-0.336350385870926,0.9665777743271844,-1.0
-0.14775062550257956,0.9579707929256434,1.0
0.6926412936480508,-0.7771685958134187,1.0
-0.2531396884524928,0.14857595001711,-1.0
0.6415562736950589,0.7910882981546747,1.0
0.9607039547543921,-0.7450023201239473,1.0
0.8441973770372895,0.7061339224055709,1.0
0.08941668642085965,-0.2209952118227656,-1.0
0.6439029765288766,0.023288351312233058,1.0
0.8448257477665093,0.15733302450060394,1.0
0.12335511773213725,-0.7173257065759777,-1.0
-0.6746974737864955,0.3791648621698285,-1.0
-0.7013738492782366,0.5070138684842422,-1.0
-0.2292736606516188,0.39003491016733594,-1.0
0.31152890788709175,-0.10778343169572913,1.0
0.48716090768335185,0.7545677072310291,1.0
-0.49059041603229203,0.2930125414639877,-1.0
-0.4644031888432387,0.9077339192990936,-1.0
-0.5259192316118704,0.16786854624216452,-1.0
-0.989668178358796,0.837186864533187,-1.0
-0.2316887946164543,0.8509432658303551,-1.0
0.31950825542042316,-0.05020897820027237,1.0
0.11058164208518084,-0.8145514583673015,-1.0
-0.2590733392943898,0.10364188014425202,-1.0
-0.681557178586436,0.8615944113577509,-1.0
-0.12345240081057818,-0.7948966278145084,-1.0
-0.536790472807581,-0.6996110565751001,-1.0
0.9584588772122351,-0.8926391909777998,1.0
0.6410779423831556,-0.752680738134694,1.0
-0.3873939826994972,0.8674890609003927,-1.0
-0.05578531061983627,-0.44139565456312435,-1.0
-0.6228686358313467,0.4004871107685646,-1.0
0.6094880357922703,-0.6313275307656234,1.0
0.8949612458956595,0.30217694609836365,1.0
0.5932709122377351,0.5156241557633234,1.0
0.49281702721732645,0.44400431137450225,1.0
-0.5473603806375442,-0.790550666553085,-1.0
0.852120955168719,-0.026537493590858885,1.0
0.541795405528944,0.0013725694658965892,1.0
0.8419833102157432,0.6038105052499332,1.0
-0.8461297748893626,0.9477588645285489,-1.0
-0.7551421198155059,0.8134293462576903,-1.0
0.7291305383249458,0.38963846951701586,1.0
0.6254762547329422,0.8591624784439147,1.0
0.9563814602317484,0.32111321451449815,1.0
-0.008486347232094182,0.9055695260835555,1.0
-0.013719373914494515,-0.6681455010465862,-1.0
-0.6448316240669061,-0.2440006979378042,-1.0
-0.18052951556641017,-0.3891011650633647,-1.0
-0.04637213744036983,-0.8853376116052163,-1.0
0.9384747618759484,-0.13972137843498977,1.0
-0.3038456645129699,-0.2848158449259661,-1.0
0.5282277023723678,0.7652468613090755,1.0
0.07046270736759941,-0.390549240663584,-1.0
0.9202381487706646,-0.14955962119646582,1.0
0.21076944830335798,-0.8805887460582946,-1.0
0.5518081606022296,0.7361115577518793,1.0
0.5472507799940445,0.38075863339976745,1.0
-0.1784141410510156,-0.23147883895896415,-1.0
0.5673069592143831,0.6394154766082634,1.0
0.1795399447630135,0.4874903705529756,1.0
-0.04104671188776621,-0.003647196518180129,-1.0
-0.09245995108077976,0.35257315663608324,-1.0
-0.1438090683151323,-0.5231544493053588,-1.0
0.6996019052122986,0.35498079991269327,1.0
