x,y
-0.7617606820620133,-0.6438454756038628
0.6882660446485231,0.6342198269310823
0.4507048454042808,0.4271108087099522
-0.21825572967654194,-0.11262364368240779
-0.5685569681149882,-0.5543497037691072
-0.39467104100575456,-0.4139728614780319
0.5766535429600539,0.5424874920674913
-0.3768906006475652,-0.41321080726229703
-0.5565240725480889,-0.5762125014815533
0.4909061598151303,0.6374932324384107
-0.9327053041855382,-0.8131488478974969
0.9900890233482598,0.9179574662990675
0.10580224957715689,0.09756281417238749
0.515105572692977,0.45863342948929603
-0.31052668131619465,-0.39577994319652554
-0.16017850351174734,-0.1111587495971958
-0.18400026995022922,-0.12676585705273785
-0.5634884715098736,-0.46400554352006235
0.2532589827179552,0.1824562815625672
0.7954823371305457,0.8092932343087305
0.7728687092433415,0.5854168633377737
0.5852006621836343,0.4551470666310481
0.788660408007515,0.8119028324750381
0.19555801642605286,0.21449651722282653
0.36384688769968765,0.43875452415741506
0.4584536691757466,0.4805902504947848
0.9303286771490176,0.9130222018028266
0.6580038019333401,0.5634089009543867
-0.8266482093937697,-0.7602807410889988
0.07134710470569927,-0.08459047207049356
0.5401595604023088,0.5163061770415226
-0.6326855543653831,-0.4837213813166453
0.7452339225407598,0.6234048413347183
0.5700294655583045,0.6058670014793776
-0.7290754015934844,-0.7546351287519419
0.1621979217958478,-0.0643114943316252
0.3102172982524498,0.2998161547567255
0.5801638641035693,0.6419413112898408
0.18290270492366822,0.17828670890468748
0.16286542549099425,0.0264198573385509
0.3370303350538668,0.31900840000820885
0.5546522039175219,0.598040661456209
0.4215445530459443,0.5004466522399147
-0.11062337893710872,-0.1183646772505575
0.23597825530686434,0.22754810898653077
0.7583440753992854,0.6286618165493838
0.8908086264829251,0.8946897521325269
0.42429206926192387,0.1917116332240614
0.5330287435390715,0.5589526998416863
-0.6079276395496374,-0.5193610557474393
-0.5028804930335427,-0.5314582011882887
0.22180400439638914,0.2420264927933198
-0.3230362957064383,-0.5134552820793887
-0.13554064442917824,-0.2558243632483084
-0.6525132172685695,-0.6067785213519653
-0.5448038508761472,-0.6102562937735355
0.285705433623624,0.29118373758118377
0.7225429563355139,0.6857415143525277
0.1984672372289833,0.1180900596148149
-0.8241391605677619,-0.8677493745094054
-0.7652336333021164,-0.7835480387778484
0.5523813991863238,0.5910104403173781
0.03799949027074123,-0.06080904944871274
-0.08737703956077691,-0.1650784164359191
0.33372066891563135,0.2265416805083803
-0.9637917175416111,-0.9226015539222122
0.8885869072014321,0.9998749740620413
-0.2897351347850958,-0.3669337845313858
0.8645368385642609,0.7300084979123469
-0.59196507572049,-0.7577646213500648
-0.9430588394868353,-0.9729752531186602
-0.017157350128765625,0.0946531236529613
-0.5120555122256647,-0.5536864682095621
-0.697617945468118,-0.7914022274827174
-0.8632266520553058,-0.7869844722954502
0.5488216510869188,0.6635029151344366
-0.76298922030713,-0.6873784333706706
0.42845938795045013,0.3428410632964768
0.20805451093563998,0.3186684878552817
-0.7587430254182941,-0.737307581909604
0.5919107640667296,0.41980647684197725
-0.3328020201419075,-0.36186640329331493
-0.7128849954046668,-0.7512114940257796
-0.07345962310700149,-0.0965623506803547
-0.7165498560280572,-0.7672321707370857
-0.09491699874616044,-0.09528510927350681
0.34483051023492006,0.3804006961979812
-0.35724099656614694,-0.3588695515628921
-0.652234385507722,-0.8237494539547862
-0.993763406255783,-0.891262803312281
-0.42918984745398814,-0.22785463364101755
0.1199626718750686,-0.02459338444276457
-0.858832210966247,-0.7757779231292737
-0.46414654977399894,-0.5718682300561969
0.8726079339329247,0.9177715532990874
0.37437105809885796,0.5857422764296947
-0.8475705968132143,-0.9226460356465422
-0.2161671272945962,0.1301548232237018
-0.3060419358201665,-0.3277228490438241
-0.9676655815749755,-0.9433314027577178
